id,img_name,damage_level,non-damage,delamination,rebar_exposure
0,1202.jpg,deck_d,0.991776119601,0.651531930602,0.433874709977
1,0226.jpg,deck_c,0.952137750848,0.481525571173,0.0
2,1047.jpg,deck_d,0.998984116838,,0.646725262263
3,1178.jpg,deck_d,0.957379906357,0.153247271759,0.105628373169
4,0251.jpg,deck_d,0.980103968819,0.377485776212,0.352574985852
5,0225.jpg,deck_e,0.880962302628,0.197986884645,0.421185850788
6,0025.jpg,deck_d,0.970283471287,0.609156348978,0.604300543747
7,1075.jpg,deck_d,0.999255512385,0.0,0.740493662442
8,1208.jpg,deck_d,0.955123227609,0.638610348339,0.788267644363
9,0022.jpg,deck_c,0.915870833333,0.0,
10,0891.jpg,deck_d,0.966896573343,0.19537909816,0.501223690651
11,0142.jpg,deck_c,0.996836782193,0.830309859155,0.0
12,1125.jpg,deck_d,0.784378022,0.151527352589,0.726789709172
13,1094.jpg,deck_d,0.939058552195,0.318528727873,0.559475806452
14,1199.jpg,deck_d,0.928645770383,0.0,0.70394245142
15,0249.jpg,deck_d,0.9346002882,0.461830959867,0.096952035914
16,0170.jpg,deck_d,0.980002021169,0.370941292227,0.526077885953
17,0748.jpg,deck_d,0.942298917383,0.250064265085,0.0
18,0269.jpg,deck_c,0.626175882441,0.0617302985966,0.0
19,1049.jpg,deck_d,0.971843125013,0.594430528576,0.317046347211
20,0062.jpg,deck_c,1.0,,
21,0068.jpg,deck_c,0.896187532737,0.00245277420631,0.0
22,0228.jpg,deck_c,0.936718128283,0.230708557907,0.0
23,1269.jpg,deck_d,0.934587128156,0.202167651963,0.634125564358
24,1063.jpg,deck_d,0.961989288472,0.374401323619,0.0
25,0927.jpg,deck_d,0.823671485687,0.0415457434279,0.359030837004
26,0014.jpg,deck_c,0.970079588809,0.51486975398,0.0
27,0239.jpg,deck_c,0.977772775143,0.357299488338,0.0
28,0923.jpg,deck_d,0.961470499054,0.0,0.264458843293
29,0216.jpg,deck_d,0.985232689974,0.513323204581,0.284398034398
30,1124.jpg,deck_d,0.799510378453,0.702744697381,0.380879059351
31,1037.jpg,deck_d,0.903823557901,0.0857667716385,0.132015723957
32,1173.jpg,deck_d,0.858195663507,0.280577103559,0.0535215520495
33,0230.jpg,deck_d,0.899918472431,0.345954856567,0.398491083676
34,0197.jpg,deck_d,0.980103094004,0.584297807487,0.433474576271
35,0012.jpg,deck_c,0.937188896695,0.226509529328,0.223015873016
36,0243.jpg,deck_d,0.76920299541,0.0,0.0615784908933
37,1001.jpg,deck_d,0.996759388942,0.0,0.0826601387189
38,0224.jpg,deck_c,0.936172217353,0.473330879009,0.0
39,0270.jpg,deck_d,0.929669879024,0.0149606989452,0.175521448249
40,1179.jpg,deck_d,0.985706016159,0.0,0.372131147541
41,0001.jpg,deck_c,0.901623842618,0.383319027425,0.0
42,0242.jpg,deck_d,0.920812388452,0.626039073101,0.656815174239
43,1233.jpg,deck_d,0.995995368881,0.634850348503,0.0
44,0228.jpg,deck_d,0.784859878858,0.168276152223,0.589865742746
45,1024.jpg,deck_d,0.89196021088,0.824476446798,0.442892946652
