id,img_name,damage_level,non-damage,delamination,rebar_exposure
46,0200.jpg,deck_c,0.989498442779,0.472016308377,0.0
47,1021.jpg,deck_d,0.993874172013,0.0,0.0719106638851
48,0046.jpg,deck_d,0.915458419193,0.322975234097,0.369308906222
49,0893.jpg,deck_d,0.937376180739,0.304495912807,0.23050043679
50,0249.jpg,deck_c,0.990357375573,0.453309006469,0.0
51,1162.jpg,deck_d,0.974476030507,0.204778872354,0.278394700955
52,0039.jpg,deck_c,0.82319410992,0.0777512115762,0.0
53,0309.jpg,deck_d,0.902098828586,0.549988508389,0.589873417722
54,0756.jpg,deck_d,0.979654671679,0.75675163236,0.506632975363
55,0114.jpg,deck_c,0.977551784955,0.313111798042,
56,1200.jpg,deck_d,0.70466441911,0.88027341664,0.117925297668
57,1184.jpg,deck_d,0.850674580656,0.0340761712624,0.0
58,0095.jpg,deck_c,0.894741036562,0.385068976318,0.0
59,0057.jpg,deck_c,0.985482106235,0.0377031707967,0.0
60,0521.jpg,deck_c,0.936098433743,0.000696004931692,
61,1165.jpg,deck_d,0.985536466111,0.75996393147,0.808212857582
62,0769.jpg,deck_d,0.840730909616,0.617160682853,0.746693039931
63,0299.jpg,deck_c,0.895156665009,0.134225183116,0.0
64,0224.jpg,deck_d,0.987621057205,0.402292168425,0.353440150801
65,0055.jpg,deck_c,0.962519404428,0.653805580844,0.0407324074792
66,0229.jpg,deck_e,0.93841978151,0.158122070659,0.213944494995
67,0576.jpg,deck_c,0.969882179012,0.192238429678,0.0
68,1119.jpg,deck_d,0.96965960019,0.0404076738609,0.571428571429
69,0146.jpg,deck_c,0.958530363695,0.0731478036074,0.0
70,0308.jpg,deck_d,0.998109622284,,0.7137196632
71,0951.jpg,deck_d,0.950268686531,0.223489988645,0.370100611073
72,0939.jpg,deck_d,0.980918049585,0.465559061541,0.193728655697
73,1057.jpg,deck_d,0.981989547505,0.0,0.588787134242
74,0020.jpg,deck_c,0.972699483236,0.0,0.0
75,0385.jpg,deck_c,0.955862460982,0.0,0.0
76,0246.jpg,deck_d,0.977420748377,0.246985988921,0.549349783261
77,0009.jpg,deck_c,0.924618687688,0.295314823,
78,0539.jpg,deck_c,0.996405980633,0.690199977903,
79,0257.jpg,deck_d,0.985449213857,0.757067718606,0.571466666667
80,1081.jpg,deck_d,0.970227285412,0.478732475725,0.685941043084
81,0898.jpg,deck_d,0.985328173326,0.0910837817064,0.327633711507
82,0158.jpg,deck_d,0.957692730325,0.443878951462,0.547473236408
83,1082.jpg,deck_d,0.993401780322,0.503238068422,0.0
84,0241.jpg,deck_d,0.914781055562,0.236068311829,0.365056150431
85,1301.jpg,deck_d,0.723432949679,0.211986119266,0.406757227447
86,0217.jpg,deck_d,0.980463264532,0.193958717906,0.523279648609
87,0063.jpg,deck_d,0.916954883748,0.44889039965,0.521108019838
88,0084.jpg,deck_c,0.969514406861,0.0,0.0
89,0077.jpg,deck_c,0.992398648649,0.732825556459,0.0
90,1151.jpg,deck_d,0.98271973796,0.408765261848,0.0
91,0214.jpg,deck_c,0.919566372269,0.199041163829,
92,0049.jpg,deck_e,0.948324905996,0.16487748209,0.397622699387
93,0062.jpg,deck_d,0.760047539367,0.135122860412,0.0965673943033
94,0168.jpg,deck_d,0.969797417496,0.188867589302,0.592649019234
95,0494.jpg,deck_c,0.989574553943,0.325585918506,0.0
96,1172.jpg,deck_d,0.998421101968,0.0,0.744664919506
97,0380.jpg,deck_c,0.986947589061,0.098717296717,0.0
98,0757.jpg,deck_d,0.962337855474,0.0,0.425657792309
99,0053.jpg,deck_c,0.999058213514,0.756862050646,0.0
100,0254.jpg,deck_d,0.9953604696,0.608338699292,0.378240740741
101,1150.jpg,deck_d,0.810602877108,0.106267696718,0.0
102,0574.jpg,deck_c,0.998518880208,0.0,
103,0239.jpg,deck_d,0.956046657218,0.110040009667,0.309097421203
104,1142.jpg,deck_d,0.959469856916,0.346133115795,0.346014777551
105,0240.jpg,deck_d,0.958719072965,0.443969497876,0.232308262319
106,0037.jpg,deck_c,0.791960169804,0.0806530612245,0.0
107,0247.jpg,deck_d,0.999613604701,0.814190513524,
108,0657.jpg,deck_d,0.987571679384,0.622042139384,0.504924141602
109,0149.jpg,deck_d,0.895439755155,0.0,0.0
110,0248.jpg,deck_d,0.991394479408,0.721225762585,0.4151547492
111,0171.jpg,deck_d,0.980498385702,0.470422181795,0.649153028998
112,1158.jpg,deck_d,0.991708062325,0.369612728385,0.396061269147
113,0063.jpg,deck_c,0.996966145833,0.0,
114,0026.jpg,deck_d,0.952585655167,0.503133108973,0.631192074145
115,0050.jpg,deck_c,0.706092122396,0.0,0.0
116,0285.jpg,deck_d,0.974622380357,0.0,0.0756523820924
117,1039.jpg,deck_d,0.97500213156,0.373743563001,0.633254784758
118,0148.jpg,deck_c,0.971690003424,0.419232375384,0.0
119,1308.jpg,deck_d,0.965334961055,0.495512218311,0.562385740402
120,0134.jpg,deck_c,0.978021093651,0.429741166126,0.0
121,0081.jpg,deck_c,0.978325956353,0.816296044814,0.0
122,0232.jpg,deck_c,0.998353126545,0.756964184196,0.0
123,0086.jpg,deck_c,0.995766994796,0.361837048424,
124,0948.jpg,deck_d,0.965990581413,0.389840811519,0.471902654867
125,0573.jpg,deck_c,0.997389322917,0.0,
