0,10,2960,,,,,,,,,,,,,[  1.77227444e+08   2.54129100e+06   1.67860000e+05   0.00000000e+00
   2.66215000e+06   1.28475770e+07   1.70324000e+05   0.00000000e+00
   9.18960000e+04   1.26105000e+05   7.73374000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,20,5920,,,,,,,,,,,,,[  1.77502279e+08   2.26935100e+06   1.64965000e+05   0.00000000e+00
   2.83029200e+06   1.26644770e+07   1.85282000e+05   0.00000000e+00
   9.49480000e+04   1.12070000e+05   7.84357000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,30,8880,,,,,,,,,,,,,[  1.77428958e+08   2.34745000e+06   1.60187000e+05   0.00000000e+00
   2.77127700e+06   1.27359820e+07   1.72792000e+05   0.00000000e+00
   9.33220000e+04   1.17324000e+05   7.80729000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,40,11840,,,,,,,,,,,,,[  1.77025684e+08   2.75556900e+06   1.55342000e+05   0.00000000e+00
   2.53761900e+06   1.30053890e+07   1.37043000e+05   0.00000000e+00
   8.65990000e+04   1.43924000e+05   7.60852000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,50,14800,,,,,,,,,,,,,[  1.77386229e+08   2.38976200e+06   1.60604000e+05   0.00000000e+00
   2.74339000e+06   1.27700090e+07   1.66652000e+05   0.00000000e+00
   9.12170000e+04   1.18964000e+05   7.81194000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,60,17760,,,,,,,,,,,,,[  1.77248716e+08   2.54242700e+06   1.45452000e+05   0.00000000e+00
   2.65238100e+06   1.28867510e+07   1.40919000e+05   0.00000000e+00
   9.36770000e+04   1.36791000e+05   7.60907000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,70,20720,,,,,,,,,,,,,[  1.77385624e+08   2.39293500e+06   1.58036000e+05   0.00000000e+00
   2.73410000e+06   1.27767140e+07   1.69237000e+05   0.00000000e+00
   9.23640000e+04   1.15877000e+05   7.83134000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,80,23680,,,,,,,,,,,,,[  1.77551845e+08   2.23183500e+06   1.52915000e+05   0.00000000e+00
   2.84457900e+06   1.26622370e+07   1.73235000e+05   0.00000000e+00
   9.57240000e+04   1.11331000e+05   7.84320000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,90,26640,,,,,,,,,,,,,[  1.77299358e+08   2.48848500e+06   1.48752000e+05   0.00000000e+00
   2.68057500e+06   1.28543060e+07   1.45170000e+05   0.00000000e+00
   9.12410000e+04   1.31665000e+05   7.68469000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,100,29600,,,,,,,,,,,,,[  1.77297893e+08   2.49381000e+06   1.44892000e+05   0.00000000e+00
   2.67477300e+06   1.28635010e+07   1.41777000e+05   0.00000000e+00
   9.23460000e+04   1.33931000e+05   7.65098000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
