0,10,2960,,,,,,,,,,,,,[  2.74003802e+08   3.43278900e+06   2.94648000e+05   2.80143400e+06
   1.29552710e+07   1.71727000e+05   1.12714000e+05   1.43012000e+05
   8.08523000e+05],,,,,,,
0,20,5920,,,,,,,,,,,,,[  2.74397316e+08   3.07956000e+06   2.54363000e+05   2.96826900e+06
   1.28059390e+07   1.54224000e+05   1.25116000e+05   1.48474000e+05
   7.90659000e+05],,,,,,,
0,30,8880,,,,,,,,,,,,,[  2.74073350e+08   3.36414500e+06   2.93744000e+05   2.83106100e+06
   1.29292460e+07   1.68125000e+05   1.10609000e+05   1.38462000e+05
   8.15178000e+05],,,,,,,
0,40,11840,,,,,,,,,,,,,[  2.74082587e+08   3.34934100e+06   2.99311000e+05   2.82829800e+06
   1.29333310e+07   1.66803000e+05   1.08241000e+05   1.38832000e+05
   8.17176000e+05],,,,,,,
0,50,14800,,,,,,,,,,,,,[  2.74093952e+08   3.30609000e+06   3.31197000e+05   2.84784900e+06
   1.28907400e+07   1.89843000e+05   1.02302000e+05   1.23790000e+05
   8.38157000e+05],,,,,,,
0,60,17760,,,,,,,,,,,,,[  2.74459246e+08   2.99442700e+06   2.77566000e+05   3.00165400e+06
   1.27535810e+07   1.73197000e+05   1.20350000e+05   1.28591000e+05
   8.15308000e+05],,,,,,,
0,70,20720,,,,,,,,,,,,,[  2.74006429e+08   3.41897200e+06   3.05838000e+05   2.79841300e+06
   1.29645910e+07   1.65428000e+05   1.03658000e+05   1.39593000e+05
   8.20998000e+05],,,,,,,
0,80,23680,,,,,,,,,,,,,[  2.74035586e+08   3.38898900e+06   3.06664000e+05   2.80987500e+06
   1.29513870e+07   1.67170000e+05   1.05134000e+05   1.36143000e+05
   8.22972000e+05],,,,,,,
0,90,26640,,,,,,,,,,,,,[  2.73840809e+08   3.55887700e+06   3.31553000e+05   2.74674700e+06
   1.30123470e+07   1.69338000e+05   9.59350000e+04   1.38171000e+05
   8.30143000e+05],,,,,,,
0,100,29600,,,,,,,,,,,,,[  2.74138923e+08   3.28766400e+06   3.04652000e+05   2.86093900e+06
   1.29001310e+07   1.67362000e+05   1.05856000e+05   1.34729000e+05
   8.23664000e+05],,,,,,,
