0,1,296,,,,,,,,,,,,[0.97686007 0.75894554 0.59259514],,,,,,[0.94510645 0.41224043 0.43563622],,
0,2,592,,,,,,,,,,,,[0.97674796 0.76035275 0.60263358],,,,,,[0.94460646 0.41471567 0.44042226],,
0,3,888,,,,,,,,,,,,[0.97682984 0.76089224 0.60569256],,,,,,[0.94476618 0.41495868 0.44143962],,
0,4,1184,,,,,,,,,,,,[0.97653743 0.76057003 0.60638511],,,,,,[0.94400515 0.41615884 0.43831283],,
0,5,1480,,,,,,,,,,,,[0.9766437  0.76059884 0.60668825],,,,,,[0.94428092 0.41548819 0.43978713],,
0,6,1776,,,,,,,,,,,,[0.9766186  0.76075647 0.60839641],,,,,,[0.9442321  0.41587786 0.43986317],,
0,7,2072,,,,,,,,,,,,[0.97660394 0.76030421 0.60502446],,,,,,[0.94431246 0.41560238 0.43771666],,
0,8,2368,,,,,,,,,,,,[0.97643501 0.76028049 0.60841997],,,,,,[0.9439694  0.4168452  0.43747013],,
0,9,2664,,,,,,,,,,,,[0.97656602 0.76072635 0.60893193],,,,,,[0.94416034 0.41610807 0.43875016],,
0,10,2960,,,,,,,,,,,,[0.97656812 0.76106072 0.61243223],,,,,,[0.944045  0.4167022 0.4407894],,
0,11,3256,,,,,,,,,,,,[0.9769036  0.76115323 0.61199537],,,,,,[0.94495192 0.41418488 0.44195122],,
0,12,3552,,,,,,,,,,,,[0.9769425  0.76144483 0.61248263],,,,,,[0.94496213 0.41425953 0.44281805],,
0,13,3848,,,,,,,,,,,,[0.97701621 0.7614181  0.61263335],,,,,,[0.94524603 0.41385261 0.44305825],,
0,14,4144,,,,,,,,,,,,[0.97676052 0.76105665 0.6094409 ],,,,,,[0.9446077  0.41514331 0.43947433],,
0,15,4440,,,,,,,,,,,,[0.97681516 0.76157804 0.61418336],,,,,,[0.944734   0.41602824 0.44203633],,
0,16,4736,,,,,,,,,,,,[0.9767923  0.76107856 0.61184306],,,,,,[0.94476708 0.41509539 0.43997017],,
0,17,5032,,,,,,,,,,,,[0.97677753 0.76150691 0.61449937],,,,,,[0.9446288  0.4157218  0.44180743],,
0,18,5328,,,,,,,,,,,,[0.97673834 0.7619095  0.61762394],,,,,,[0.94447258 0.41657232 0.44367026],,
0,19,5624,,,,,,,,,,,,[0.97668972 0.76126181 0.61325898],,,,,,[0.94444084 0.41553032 0.44159293],,
0,20,5920,,,,,,,,,,,,[0.97663452 0.76146959 0.61668302],,,,,,[0.94427049 0.4164456  0.44215656],,
0,21,6216,,,,,,,,,,,,[0.97695481 0.76191108 0.61679712],,,,,,[0.94507985 0.41552172 0.44463288],,
0,22,6512,,,,,,,,,,,,[0.97703883 0.761617   0.61444296],,,,,,[0.94536048 0.4142204  0.44410727],,
0,23,6808,,,,,,,,,,,,[0.97706219 0.76219158 0.61832027],,,,,,[0.94539453 0.41564897 0.44537289],,
0,24,7104,,,,,,,,,,,,[0.97698926 0.76146008 0.61237506],,,,,,[0.94536459 0.41498534 0.44140223],,
0,25,7400,,,,,,,,,,,,[0.97664506 0.76181788 0.61610512],,,,,,[0.9443503  0.41748083 0.44076389],,
0,26,7696,,,,,,,,,,,,[0.97669963 0.76193735 0.61585323],,,,,,[0.94450074 0.41683677 0.44134284],,
0,27,7992,,,,,,,,,,,,[0.97693136 0.76223692 0.61594028],,,,,,[0.94512698 0.41558366 0.4430918 ],,
0,28,8288,,,,,,,,,,,,[0.97655663 0.76141959 0.61252221],,,,,,[0.94430338 0.41649305 0.43923824],,
0,29,8584,,,,,,,,,,,,[0.97669664 0.7621943  0.61889949],,,,,,[0.9444831  0.41770099 0.44371594],,
0,30,8880,,,,,,,,,,,,[0.97659411 0.76161776 0.61580959],,,,,,[0.94431624 0.41718853 0.44124403],,
0,31,9176,,,,,,,,,,,,[0.97655267 0.76158545 0.61633399],,,,,,[0.94423031 0.41767842 0.44059158],,
0,32,9472,,,,,,,,,,,,[0.97711017 0.76199254 0.6157304 ],,,,,,[0.94560134 0.4150392  0.44389215],,
0,33,9768,,,,,,,,,,,,[0.97693346 0.76248877 0.61753365],,,,,,[0.94502084 0.41666265 0.44399704],,
0,34,10064,,,,,,,,,,,,[0.97665619 0.76209695 0.6181722 ],,,,,,[0.94428164 0.41787132 0.44293974],,
0,35,10360,,,,,,,,,,,,[0.97673942 0.76232332 0.61824933],,,,,,[0.94448152 0.41740762 0.44342055],,
0,36,10656,,,,,,,,,,,,[0.97669058 0.76205572 0.61695442],,,,,,[0.94437147 0.41744815 0.44211697],,
0,37,10952,,,,,,,,,,,,[0.97697306 0.76238621 0.61557963],,,,,,[0.94505838 0.415886   0.44292979],,
0,38,11248,,,,,,,,,,,,[0.97676283 0.76211281 0.61524496],,,,,,[0.9446132  0.4162895  0.44026298],,
0,39,11544,,,,,,,,,,,,[0.97688448 0.76273205 0.61780325],,,,,,[0.94481431 0.41690764 0.44263888],,
0,40,11840,,,,,,,,,,,,[0.97693255 0.76246153 0.61460161],,,,,,[0.94494424 0.41613917 0.4421526 ],,
0,41,12136,,,,,,,,,,,,[0.97661184 0.76207337 0.61892344],,,,,,[0.94413114 0.41772805 0.44200341],,
0,42,12432,,,,,,,,,,,,[0.97674422 0.762262   0.61908958],,,,,,[0.94453874 0.41701096 0.4428768 ],,
0,43,12728,,,,,,,,,,,,[0.9764595  0.76151895 0.62018765],,,,,,[0.94391143 0.41771498 0.44237131],,
0,44,13024,,,,,,,,,,,,[0.97642209 0.7613429  0.61868644],,,,,,[0.94387295 0.41763915 0.44161238],,
