id,img_name,damage_level,non-damage,delamination,rebar_exposure
103,0239.jpg,deck_d,0.915061273569,0.0538015693311,0.66978484565
104,1142.jpg,deck_d,0.968678488269,0.457708469173,0.259840526516
105,0240.jpg,deck_d,0.912767211922,0.318987138264,0.34693877551
106,0037.jpg,deck_c,0.834244531212,0.12994204331,0.0
107,0247.jpg,deck_d,0.999333495207,0.647413793103,
108,0657.jpg,deck_d,0.991992127232,0.703221741274,0.612306972391
109,0149.jpg,deck_d,0.967348582474,0.0,0.0
110,0248.jpg,deck_d,0.99226699942,0.759096977789,0.359646539028
111,0171.jpg,deck_d,0.981865730302,0.505047573641,0.634972857378
112,1158.jpg,deck_d,0.987589653085,0.362820848612,0.696085409253
113,0063.jpg,deck_c,0.999128417969,0.0,
114,0026.jpg,deck_d,0.952630836166,0.493730996549,0.647364849582
115,0050.jpg,deck_c,0.797036132812,0.0,0.0
116,0285.jpg,deck_d,0.967597205834,0.00223035811977,0.25311942959
117,1039.jpg,deck_d,0.968972677232,0.425814305067,0.684827586207
118,0148.jpg,deck_c,0.990291058177,0.803662532664,0.0
119,1308.jpg,deck_d,0.980044776006,0.594217243293,0.578718036922
120,0134.jpg,deck_c,0.973277938675,0.387896729108,
121,0081.jpg,deck_c,0.984725938182,0.821776116517,0.0
122,0232.jpg,deck_c,0.996798457572,0.481648616125,0.0
123,0086.jpg,deck_c,0.974374262658,0.070173816568,
124,0948.jpg,deck_d,0.984015165045,0.606432003138,0.687950229208
125,0573.jpg,deck_c,0.994170735677,0.0,
