id,img_name,damage_level,non-damage,delamination,rebar_exposure
0,1202.jpg,deck_d,0.992383129259,0.543331931005,0.545309381238
1,0226.jpg,deck_c,0.98124056449,0.724538800384,0.0
2,1047.jpg,deck_d,0.99906154886,,0.667533217793
3,1178.jpg,deck_d,0.962989234818,0.220439203921,0.116863147104
4,0251.jpg,deck_d,0.979230210362,0.462839036755,0.191884661118
5,0225.jpg,deck_e,0.930952040182,0.298623421087,0.391211769261
6,0025.jpg,deck_d,0.953888552432,0.480096764439,0.704912600447
7,1075.jpg,deck_d,0.996484071247,0.0,0.51806302844
8,1208.jpg,deck_d,0.953204139122,0.629242115362,0.762665101262
9,0022.jpg,deck_c,0.994236918787,0.252968793151,0.0
10,0891.jpg,deck_d,0.964292014898,0.168820561223,0.541365580298
11,0142.jpg,deck_c,0.988757407605,0.327948910594,
12,1125.jpg,deck_d,0.76938871704,0.0737440947501,0.715318693091
13,1094.jpg,deck_d,0.954261167506,0.505354955751,0.323498419389
14,1199.jpg,deck_d,0.927249142777,0.0,0.733680992627
15,0249.jpg,deck_d,0.952356597822,0.510049420527,0.178514799154
16,0170.jpg,deck_d,0.969327432471,0.282618684409,0.484688901892
17,0748.jpg,deck_d,0.979626935184,0.488807679189,0.0
18,0269.jpg,deck_c,0.631427973441,0.0259102380766,0.0
19,1049.jpg,deck_d,0.984769824477,0.713062424769,0.399026248942
20,0062.jpg,deck_c,0.999899546305,0.0,
21,0068.jpg,deck_c,0.959750675479,0.668847732062,0.0
22,0228.jpg,deck_c,0.983737927824,0.615364336181,0.0
23,1269.jpg,deck_d,0.915510250513,0.155259951259,0.613282369804
24,1063.jpg,deck_d,0.907954061184,0.174509351189,0.0
25,0927.jpg,deck_d,0.985002224787,0.37841984982,0.409691629956
26,0014.jpg,deck_c,0.978203933536,0.604598879861,0.0
27,0239.jpg,deck_c,0.984081665287,0.445260642535,0.0
28,0923.jpg,deck_d,0.966275969511,0.0,0.734547461369
29,0216.jpg,deck_d,0.99393934363,0.730157572221,0.347373637265
30,1124.jpg,deck_d,0.776948555425,0.637182051751,0.826808643909
31,1037.jpg,deck_d,0.951867661158,0.342815511475,0.238117212737
32,1173.jpg,deck_d,0.872350232411,0.367596850324,0.0415339506824
33,0230.jpg,deck_d,0.931295444556,0.448959935698,0.331842212281
34,0197.jpg,deck_d,0.981263528879,0.59013458861,0.546803443854
35,0012.jpg,deck_c,0.933987501605,0.230103316507,0.386454183267
36,0243.jpg,deck_d,0.837216313978,0.0,0.0213492741247
37,1001.jpg,deck_d,0.997083002946,0.0,0.0816260162602
38,0224.jpg,deck_c,0.947651385906,0.413009839708,0.0
39,0270.jpg,deck_d,0.961637314967,0.0,0.289855072464
40,1179.jpg,deck_d,0.992595912148,0.0,0.382756866734
41,0001.jpg,deck_c,0.930870452947,0.515836411307,0.0
42,0242.jpg,deck_d,0.910576908947,0.576136383062,0.488869715272
43,1233.jpg,deck_d,0.991124483755,0.289082305222,0.0
44,0228.jpg,deck_d,0.929715191564,0.353596618191,0.526893229864
45,1024.jpg,deck_d,0.927823256149,0.837917115594,0.241814817794
46,0200.jpg,deck_c,0.996987617622,0.725509533202,0.0
47,1021.jpg,deck_d,0.993755713462,0.0,0.0931432038835
48,0046.jpg,deck_d,0.874130878525,0.262061420405,0.608844911147
49,0893.jpg,deck_d,0.954481753222,0.468905506706,0.223878678833
50,0249.jpg,deck_c,0.994516507946,0.652088539807,0.0
51,1162.jpg,deck_d,0.975082207175,0.337543236125,0.676896352056
52,0039.jpg,deck_c,0.899761304262,0.0705876951934,0.0
53,0309.jpg,deck_d,0.888222806858,0.481820709508,0.594182825485
54,0756.jpg,deck_d,0.965377234456,0.647800449996,0.695429407938
55,0114.jpg,deck_c,0.970091524811,0.23133441383,
56,1200.jpg,deck_d,0.707363992855,0.918835219877,0.305176409992
57,1184.jpg,deck_d,0.858040331152,0.040794210894,0.0
58,0095.jpg,deck_c,0.921590682769,0.524188340684,0.0
59,0057.jpg,deck_c,0.981585988429,0.262098779601,0.0
60,0521.jpg,deck_c,0.94047164917,0.0,0.0
61,1165.jpg,deck_d,0.986562125873,0.737949079199,0.654799459216
62,0769.jpg,deck_d,0.867428522864,0.623700605509,0.699050809604
63,0299.jpg,deck_c,0.854022015241,0.0995807127883,0.0
64,0224.jpg,deck_d,0.96514914639,0.184436673976,0.335747202107
65,0055.jpg,deck_c,0.940593114527,0.455397983692,0.0474836726854
66,0229.jpg,deck_e,0.965656535263,0.301397862093,0.1533632287
67,0576.jpg,deck_c,0.971237019267,0.157280801529,0.0
68,1119.jpg,deck_d,0.987543671348,0.192126764051,0.574538258575
69,0146.jpg,deck_c,0.983147979377,0.238621658594,0.0
70,0308.jpg,deck_d,0.989956972487,0.0,0.638403990025
71,0951.jpg,deck_d,0.940782704155,0.0224095691022,0.462966031483
72,0939.jpg,deck_d,0.970221819359,0.40245286245,0.258750229064
73,1057.jpg,deck_d,0.996043673961,0.0,0.634553149116
74,0020.jpg,deck_c,0.971562703451,0.0,
75,0385.jpg,deck_c,0.981347367118,0.000104558762024,0.0
76,0246.jpg,deck_d,0.984141371355,0.285260569633,0.635818337618
77,0009.jpg,deck_c,0.905259956406,0.127298223746,0.0
78,0539.jpg,deck_c,0.99814573641,0.792460943099,
79,0257.jpg,deck_d,0.989291736379,0.77528363047,0.697954271961
80,1081.jpg,deck_d,0.988278149389,0.692314976394,0.71662553287
81,0898.jpg,deck_d,0.985643346709,0.237421383648,0.381436642454
82,0158.jpg,deck_d,0.947083970424,0.358656930036,0.59708590509
83,1082.jpg,deck_d,0.995546989688,0.681822889694,0.517886626307
84,0241.jpg,deck_d,0.927997407978,0.359071590973,0.453601202679
85,1301.jpg,deck_d,0.741612721124,0.213977843952,0.507098765432
86,0217.jpg,deck_d,0.987369730064,0.261181619256,0.597884515346
87,0063.jpg,deck_d,0.941210563842,0.487490040615,0.625022491453
88,0084.jpg,deck_c,0.976087361899,0.178927148549,0.0
89,0077.jpg,deck_c,0.991531988385,0.652600503603,
90,1151.jpg,deck_d,0.988932216481,0.477356921449,0.0
91,0214.jpg,deck_c,0.92708987215,0.29041361816,
92,0049.jpg,deck_e,0.971902422693,0.297875394775,0.276169802219
93,0062.jpg,deck_d,0.927226783425,0.328361048937,0.104009895887
94,0168.jpg,deck_d,0.978823763311,0.456457089334,0.477903619809
95,0494.jpg,deck_c,0.99507145622,0.526734104046,0.0
96,1172.jpg,deck_d,0.999356076074,0.0,0.803881090008
97,0380.jpg,deck_c,0.98570341223,0.249535521543,0.0
98,0757.jpg,deck_d,0.96377244511,0.0,0.789824724678
99,0053.jpg,deck_c,0.996810216451,0.496176395616,0.0
100,0254.jpg,deck_d,0.996490873109,0.679184549356,0.608058608059
101,1150.jpg,deck_d,0.858391073406,0.129222705248,0.0
102,0574.jpg,deck_c,1.0,,
