0,1,296,,,,,,,,,,,,,[1.77841286e+08 1.95119800e+06 1.44111000e+05 1.51785400e+06
 1.39903490e+07 1.71848000e+05 5.90640000e+04 7.46280000e+04
 8.57683000e+05],,,,,,,
0,2,592,,,,,,,,,,,,,[1.7784237e+08 1.9664150e+06 1.2781000e+05 1.5106180e+06 1.4027087e+07
 1.4234600e+05 6.1520000e+04 8.5700000e+04 8.4415500e+05],,,,,,,
0,3,888,,,,,,,,,,,,,[1.77729547e+08 2.06360500e+06 1.43443000e+05 1.46478900e+06
 1.40701000e+07 1.45162000e+05 5.38500000e+04 8.14280000e+04
 8.56097000e+05],,,,,,,
0,4,1184,,,,,,,,,,,,,[1.77785553e+08 2.02505900e+06 1.25983000e+05 1.48395200e+06
 1.40677170e+07 1.28382000e+05 5.89060000e+04 8.95970000e+04
 8.42872000e+05],,,,,,,
0,5,1480,,,,,,,,,,,,,[1.77751685e+08 2.04670400e+06 1.38206000e+05 1.47124300e+06
 1.40739260e+07 1.34882000e+05 5.39230000e+04 8.47220000e+04
 8.52730000e+05],,,,,,,
0,6,1776,,,,,,,,,,,,,[1.77688442e+08 2.10832500e+06 1.39828000e+05 1.44400300e+06
 1.41094550e+07 1.26593000e+05 5.24930000e+04 8.93240000e+04
 8.49558000e+05],,,,,,,
0,7,2072,,,,,,,,,,,,,[1.77844809e+08 1.96504400e+06 1.26742000e+05 1.51025900e+06
 1.40413670e+07 1.28425000e+05 5.74810000e+04 8.67020000e+04
 8.47192000e+05],,,,,,,
0,8,2368,,,,,,,,,,,,,[1.77840377e+08 1.96316000e+06 1.33058000e+05 1.50893800e+06
 1.40321850e+07 1.38928000e+05 5.53610000e+04 7.97840000e+04
 8.56230000e+05],,,,,,,
0,9,2664,,,,,,,,,,,,,[1.77835074e+08 1.98548800e+06 1.16033000e+05 1.50073400e+06
 1.40638460e+07 1.15471000e+05 6.01190000e+04 9.44010000e+04
 8.36855000e+05],,,,,,,
0,10,2960,,,,,,,,,,,,,[1.77795202e+08 2.01316600e+06 1.28227000e+05 1.48677800e+06
 1.40661000e+07 1.27173000e+05 5.56010000e+04 8.58540000e+04
 8.49920000e+05],,,,,,,
0,11,3256,,,,,,,,,,,,,[1.77836205e+08 1.97044700e+06 1.29943000e+05 1.50513200e+06
 1.40424370e+07 1.32482000e+05 5.51710000e+04 8.20740000e+04
 8.54130000e+05],,,,,,,
0,12,3552,,,,,,,,,,,,,[1.7771275e+08 2.0742360e+06 1.4960900e+05 1.4550010e+06 1.4083431e+07
 1.4161900e+05 4.8708000e+04 7.6826000e+04 8.6584100e+05],,,,,,,
0,13,3848,,,,,,,,,,,,,[1.77899422e+08 1.90271200e+06 1.34461000e+05 1.54083600e+06
 1.39942350e+07 1.44980000e+05 5.40470000e+04 7.43830000e+04
 8.62945000e+05],,,,,,,
