epoch,iteration,elapsed_time,train/loss,train/acc,train/acc_cls,train/mean_iu,train/fwavacc,train_total/loss,train_total/acc,train_total/acc_cls,train_total/mean_iu,train_total/fwavacc,valid/loss,valid/acc,valid/acc_cls,valid/mean_iu,valid/fwavacc
1,186,493.498281002,7966.63378906,0.99410625,0.5,0.497053125,0.988247236289,,,,,,,,,,
1,187,494.098510981,11096.7441406,0.99051875,0.5,0.495259375,0.981127394102,,,,,,,,,,
1,188,494.697726965,44157.9140625,0.9787,0.9787,0.48935,0.9787,,,,,,,,,,
1,189,495.303308964,25505.0390625,1.0,1.0,1.0,1.0,,,,,,,,,,
1,190,495.900733948,86206.4921875,0.6901,0.5,0.34505,0.47623801,,,,,,,,,,
1,191,496.505779982,4418.68017578,1.0,1.0,1.0,1.0,,,,,,,,,,
1,192,497.104587078,73825.96875,0.85045625,0.5,0.425228125,0.723275833164,,,,,,,,,,
1,193,497.707350016,18550.1523438,1.0,1.0,1.0,1.0,,,,,,,,,,
1,194,498.314007044,31383.0664062,0.9569125,0.5,0.47845625,0.915681532656,,,,,,,,,,
1,195,498.911979914,12699.9804688,0.9850375,0.5,0.49251875,0.970298876406,,,,,,,,,,
1,196,499.520035028,30965.7636719,0.94268125,0.5,0.471340625,0.888647939102,,,,,,,,,,
1,197,500.117071867,51905.125,0.8858625,0.499890667212,0.44293125,0.784924004766,,,,,,,,,,
1,198,500.72051692,17625.5136719,0.974125,0.5,0.4870625,0.948919515625,,,,,,,,,,
1,199,501.32395792,37618.2851562,0.9422625,0.499993367117,0.47113125,0.887870397187,,,,,,,,,,
1,200,501.923979044,94682.53125,0.6632625,0.697558636342,0.487497667496,0.478846676084,,,,,,,,,,
1,201,502.53310895,25801.7285156,0.95220625,0.5,0.476103125,0.906696742539,,,,,,,,,,
1,202,503.127151012,35811.46875,0.94585625,0.5,0.472928125,0.894644045664,,,,,,,,,,
1,203,503.73042202,7788.8828125,0.9974,0.5,0.4987,0.99480676,,,,,,,,,,
1,204,504.32742691,86669.71875,0.7457125,0.571198817643,0.456594648103,0.602087925228,,,,,,,,,,
1,205,504.926221848,68661.859375,0.82155625,0.5,0.410778125,0.674954671914,,,,,,,,,,
1,206,505.53273201,111696.046875,0.7430875,0.841292043959,0.547088667242,0.638504489867,,,,,,,,,,
1,207,506.131577015,46415.09375,0.8988375,0.5,0.44941875,0.807908851406,,,,,,,,,,
1,208,506.731055975,79628.984375,0.73485625,0.81079827042,0.573004460192,0.597862651801,,,,,,,,,,
1,209,507.332180023,43129.9414062,0.9142625,0.5,0.45713125,0.835875918906,,,,,,,,,,
